official_title,study_first_posted_date,verification_date,start_date,start_month_year,nct_id,phase,last_known_status,study_type,enrollment,overall_status,facilitiesCount,multisite,funding,fundingComb,intervention_comb,interventionType,interventionTypeCombined,were_results_reported,pubCount,pubCountBool,diverse,diverseGroup,yearStart,numMissing,interventionDrugNonDrug,industryNonIndustry,raceSpecific
Effect of Diesel Exhaust Exposures on Vascular Function in Humans: The Role of Sympathetic Activation,1/12/2012,7/31/2015,1/31/2012,Jan-12,NCT01508637,Not Applicable,Recruiting,Interventional,24,Unknown status,1,FALSE,NIH,Public,"Other, Other, Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2012,1,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"A Multicenter, Randomized, Double-blind, Placebo-Controlled, 8-Week Study to Evaluate the Safety and Efficacy of Nebivolol and Valsartan Given as a Fixed Dose Combination in Patients With Stage 1 or 2 Essential Hypertension",1/11/2012,3/31/2014,1/31/2012,Jan-12,NCT01508026,Phase 3,NA,Interventional,4161,Completed,413,TRUE,Industry,Industry,"Drug, Drug, Drug, Drug, Drug, Drug, Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2012,2,Drug Intervention,Industry Sponsor,Non-Race Specific
Effects of Nebivolol Versus Metoprolol on Blood Flow Responses to Exercise and Angiotensin II in Hypertensive Patients,1/2/2012,5/31/2018,4/30/2009,Apr-09,NCT01502787,Phase 4,NA,Interventional,46,Completed,1,FALSE,Industry,Industry,"Drug, Drug, Procedure, Procedure, Procedure, Procedure, Drug",Procedure,Procedure,TRUE,18,TRUE,Non-race specific,Non-race specific,2012,1,Drug Intervention,Industry Sponsor,Non-Race Specific
Effects of Nebivolol on Microvascular Perfusion in the Skeletal Muscles During Exercise in Hypertensive Patients,12/30/2011,5/31/2018,8/31/2010,Aug-10,NCT01501929,Phase 4,NA,Interventional,32,Completed,1,FALSE,Industry,Industry,"Drug, Drug, Procedure, Procedure, Procedure",Procedure,Procedure,TRUE,23,TRUE,Non-race specific,Non-race specific,2011,1,Drug Intervention,Industry Sponsor,Non-Race Specific
Effect of Nebivolol Compared With Metoprolol in Hypertensive Patients With Peripheral Arterial Disease,12/26/2011,12/31/2014,8/31/2011,Aug-11,NCT01499134,Phase 3,NA,Interventional,17,Completed,1,FALSE,Industry,Industry,"Drug, Drug",Drug,Pharmaceutical,TRUE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Drug Intervention,Industry Sponsor,Non-Race Specific
The Effect of a Scratch Off Prompt on Health Engagement,7/25/2011,9/30/2015,7/31/2014,Jul-14,NCT01401621,Not Applicable,NA,Interventional,84953,Completed,1,FALSE,Other,Other,"Behavioral, Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"A Phase 2, Double-Blind, Placebo-Controlled Study to Assess the Effect of Febuxostat 80 mg Once Daily Compared to Placebo on Ambulatory Blood Pressure in Subjects With Hyperuricemia and Hypertension",12/21/2011,7/31/2015,2/29/2012,Feb-12,NCT01496469,Phase 2,NA,Interventional,121,Completed,46,TRUE,Industry,Industry,"Drug, Drug",Drug,Pharmaceutical,TRUE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Drug Intervention,Industry Sponsor,Non-Race Specific
"A Randomized, Double-Blind, Phase 3b Proof-of-Concept Study to Evaluate the Efficacy and Safety of TAK-491 Compared to Placebo When Used in Combination With Metformin in Subjects With Hypertension and Type 2 Diabetes",12/21/2011,4/30/2015,1/31/2012,Jan-12,NCT01496430,Phase 3,NA,Interventional,105,Terminated,68,TRUE,Industry,Industry,"Drug, Drug, Drug",Drug,Pharmaceutical,TRUE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Drug Intervention,Industry Sponsor,Non-Race Specific
NA,12/20/2011,5/31/2019,12/31/2011,Dec-11,NCT01495312,Not Applicable,NA,Interventional,0,Withdrawn,2,TRUE,Other,Other,Device,Device,Device,FALSE,NA,FALSE,Non-race specific,Non-race specific,2011,3,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Safety and Pharmacokinetics of Lisinopril in Pediatric Kidney Transplant Recipients,12/14/2011,6/30/2015,6/30/2012,Jun-12,NCT01491919,Phase 1,NA,Interventional,26,Completed,7,TRUE,Industry,Industry,Drug,Drug,Pharmaceutical,TRUE,33,TRUE,Non-race specific,Non-race specific,2011,1,Drug Intervention,Industry Sponsor,Non-Race Specific
Accuracy Study of a Non-Invasive Forearm Blood Pressure Cuff in Comparison to an Invasive Radial Arterial Blood Pressure,12/5/2011,5/31/2019,12/31/2011,Dec-11,NCT01485120,Not Applicable,NA,Interventional,34,Completed,1,FALSE,Industry,Industry,Device,Device,Device,TRUE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Non-Drug Intervention,Industry Sponsor,Non-Race Specific
SNIPE:SuperSTAT 2.0 Noninvasive Blood Pressure Algorithm Enhancement,11/30/2011,8/31/2016,11/30/2011,Nov-11,NCT01482325,Not Applicable,NA,Interventional,31,Terminated,2,TRUE,Industry,Industry,Device,Device,Device,TRUE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Non-Drug Intervention,Industry Sponsor,Non-Race Specific
"L-Arginine, Vascular Response and Mechanisms",11/30/2011,7/31/2016,4/30/2012,Apr-12,NCT01482247,Phase 2,NA,Interventional,25,Completed,1,FALSE,Other,Other,"Dietary Supplement, Dietary Supplement",other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Pre and or Post Operative Blood Pressure Control With Clevidipine (Cleviprexm Medicines Company) in Aortic Aneurysm / Dissection.,11/29/2011,1/31/2013,12/31/2011,Dec-11,NCT01480531,Not Applicable,NA,Interventional,0,Withdrawn,1,FALSE,Industry,Industry,Drug,Drug,Pharmaceutical,FALSE,14,TRUE,Non-race specific,Non-race specific,2011,1,Drug Intervention,Industry Sponsor,Non-Race Specific
Vitamin D Augmentation of Tekturna (Aliskiren) in Hypertension (VDATH),11/16/2011,11/30/2011,7/31/2011,Jul-11,NCT01472796,Phase 4,Recruiting,Interventional,92,Unknown status,1,FALSE,Industry,Industry,"Dietary Supplement, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,African American,Race-specific,2011,1,Drug Intervention,Industry Sponsor,Non-Race Specific
"Treatment of Uric Acid With the Xanthine Oxidase Inhibitor Febuxostat: Effects on Blood Pressure, Metabolic Markers, and Aortic Stiffness in Prehypertensive",11/16/2011,11/30/2019,10/31/2011,Oct-11,NCT01472692,Phase 4,NA,Interventional,47,Completed,1,FALSE,Other,Other,Drug,Drug,Pharmaceutical,TRUE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Pilot Randomized Clinical Trial of Inhaled PGE1 in Neonates With Sub-Optimal Response to Inhaled Nitric Oxide,11/8/2011,4/30/2019,11/30/2011,Nov-11,NCT01467076,Phase 2,NA,Interventional,7,Terminated,11,TRUE,NIH,Public,"Drug, Drug",Drug,Pharmaceutical,TRUE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Text Messaging to Improve Hypertension Medication Adherence in African Americans,11/4/2011,12/31/2014,3/31/2011,Mar-11,NCT01465217,Not Applicable,NA,Interventional,58,Completed,1,FALSE,U.S. Fed,Public,Behavioral,Behavioral,Behavioral,FALSE,NA,FALSE,African American,Race-specific,2011,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"A Randomized, Controlled, Trial to Assess the Effects of Low-fat Dairy Intake on Endothelial Function and Blood Pressure in Subjects With Pre-hypertension or Stage 1 Hypertension",11/1/2011,5/31/2012,8/31/2011,Aug-11,NCT01463085,Not Applicable,"Active, not recruiting",Interventional,65,Unknown status,1,FALSE,Other,Other,Other,other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2011,1,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"The Effects L-citrulline Supplementation on Arterial Stiffness, Wave Reflection, and Cardiac Autonomic Responses to Cold Exposure With Isometric Exercise",10/31/2011,8/31/2014,5/31/2011,May-11,NCT01462591,Phase 1/Phase 2,NA,Interventional,16,Completed,1,FALSE,Other,Other,Dietary Supplement,other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Acute Carotid Sinus Endovascular Stimulation II Study,10/24/2011,10/31/2012,10/31/2011,Oct-11,NCT01458483,Phase 1,NA,Interventional,9,Completed,1,FALSE,Industry,Industry,Device,Device,Device,FALSE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Non-Drug Intervention,Industry Sponsor,Non-Race Specific
Efficiency of Daily Grapefruit Exposure in Reducing Body Weight and Inflammatory Markers,10/17/2011,10/31/2011,8/31/2009,Aug-09,NCT01452841,Not Applicable,NA,Interventional,85,Completed,1,FALSE,Other,Other,"Other, Other",other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
A Multiple-Dose Clinical Trial to Study the Effect of MK-8457 on Ambulatory Blood Pressure in Hypertensive Patients,10/4/2011,1/31/2019,10/25/2011,25-Oct-11,NCT01446003,Phase 1,NA,Interventional,31,Completed,2,TRUE,Industry,Industry,"Drug, Drug",Drug,Pharmaceutical,TRUE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Drug Intervention,Industry Sponsor,Non-Race Specific
The Impact of Nebivolol Versus Metoprolol on Quality of Life Measures and Cost-effectiveness in Stable Renal Transplant Recipients,9/27/2011,3/31/2017,2/29/2012,Feb-12,NCT01441570,Not Applicable,NA,Interventional,11,Terminated,2,TRUE,Industry,Industry,"Drug, Drug",Drug,Pharmaceutical,TRUE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Drug Intervention,Industry Sponsor,Non-Race Specific
Efficacy of Gabapentin in Prevention of Tourniquet Pain and Hypertension During Orif of Tibia Fracture Under General Anesthesia,9/27/2011,3/31/2015,1/31/2012,Jan-12,NCT01441531,Early Phase 1,NA,Interventional,0,Withdrawn,1,FALSE,Other,Other,"Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Telehealth & Remote Measurement Technologies to Improve Medication Adherence in Hypertension,9/23/2011,2/28/2017,9/30/2011,Sep-11,NCT01439256,Not Applicable,NA,Interventional,207,Completed,1,FALSE,Other,Other,"Behavioral, Other",Behavioral,Behavioral,FALSE,4,TRUE,Non-race specific,Non-race specific,2011,1,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Diagnostic Labeling: Effect on White Coat Hypertension,9/15/2011,7/31/2017,7/13/2009,13-Jul-09,NCT01434953,Not Applicable,NA,Interventional,100,Terminated,1,FALSE,Other,Other,"Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"A Randomized, Double Blind, Active Comparator, Parallel-group Study to Determine Whether the Combination of Valsartan and Aliskiren Provides Cardioprotection in African American Patients With Hypertension and Elements of the Metabolic Syndrome",9/12/2011,11/30/2013,2/28/2011,Feb-11,NCT01432106,Phase 1,NA,Interventional,0,Withdrawn,1,FALSE,Industry,Industry,Drug,Drug,Pharmaceutical,FALSE,NA,FALSE,African American,Race-specific,2011,2,Drug Intervention,Industry Sponsor,Non-Race Specific
BRIGHTEN Heart: Reducing Disparities in Late Life Depression and Metabolic Syndrome,9/5/2011,5/31/2015,3/31/2011,Mar-11,NCT01428791,Not Applicable,"Active, not recruiting",Interventional,250,Unknown status,2,TRUE,Other,Other,"Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2011,1,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Caveolin-1 and Vascular Dysfunction,8/31/2011,7/31/2018,10/1/2010,1-Oct-10,NCT01426529,Phase 1,NA,Interventional,120,"Active, not recruiting",1,FALSE,NIH,Public,"Drug, Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Heart Healthy Lenoir: Improving Care for Patients With High Blood Pressure,8/30/2011,11/30/2014,9/30/2011,Sep-11,NCT01425515,Not Applicable,NA,Interventional,535,Completed,1,FALSE,NIH,Public,Behavioral,Behavioral,Behavioral,FALSE,1,TRUE,Non-race specific,Non-race specific,2011,1,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Blood Pressure in Dialysis Patients (BID Study),8/23/2011,1/31/2017,10/31/2011,Oct-11,NCT01421771,Not Applicable,NA,Interventional,126,Completed,21,TRUE,Other,Other,"Drug, Other, Dietary Supplement",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Renal Denervation in Patients With Uncontrolled Hypertension (SYMPLICITY HTN-3),8/17/2011,4/30/2017,9/30/2011,Sep-11,NCT01418261,Not Applicable,NA,Interventional,535,Completed,79,TRUE,Industry,Industry,"Device, Diagnostic Test",Device,Device,FALSE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Non-Drug Intervention,Industry Sponsor,Non-Race Specific
Aliskiren Effect on Plaque Progression In Established Atherosclerosis Using High Resolution 3D MRI (ALPINE): A Double Blind Placebo Controlled Trial,8/16/2011,5/31/2017,10/31/2009,Oct-09,NCT01417104,Phase 2/Phase 3,NA,Interventional,71,Terminated,1,FALSE,Industry,Industry,"Drug, Drug",Drug,Pharmaceutical,TRUE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Drug Intervention,Industry Sponsor,Non-Race Specific
CONtrolling Disease Using Inexpensive IT - Hypertension in Diabetes,8/15/2011,9/30/2015,8/31/2011,Aug-11,NCT01416766,Not Applicable,NA,Interventional,196,Completed,1,FALSE,Other,Other,Other,other,other,FALSE,1,TRUE,Non-race specific,Non-race specific,2011,1,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Study of the Efficacy and Safety of Nebivolol in Younger Patients (18 - 54 Years) Who Have Stage 1 or 2 Essential Hypertension",8/12/2011,3/31/2013,8/31/2011,Aug-11,NCT01415531,Phase 4,NA,Interventional,641,Completed,75,TRUE,Industry,Industry,"Drug, Drug",Drug,Pharmaceutical,TRUE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Drug Intervention,Industry Sponsor,Non-Race Specific
"A Multicenter, Open-Label, Single-Arm, Free Tablet Combination, Long-Term Study to Evaluate the Safety of Nebivolol in Combination With Valsartan in Patients With Stage 1 or Stage 2 Essential Hypertension",8/12/2011,5/31/2013,8/31/2011,Aug-11,NCT01415505,Phase 3,NA,Interventional,812,Completed,135,TRUE,Industry,Industry,Drug,Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Drug Intervention,Industry Sponsor,Non-Race Specific
Pharmacogenetics of Ace Inhibitor-Associated Angioedema:Aim 1,8/10/2011,10/31/2015,11/30/2011,Nov-11,NCT01413542,Not Applicable,NA,Interventional,44,Completed,1,FALSE,Other,Other,"Drug, Drug, Drug, Drug, Drug, Drug",Drug,Pharmaceutical,TRUE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Venous Sinus Stenting for Idiopathic Intracranial Hypertension Refractory to Medical Therapy,8/2/2011,7/31/2019,1/31/2012,Jan-12,NCT01407809,Phase 1,NA,Interventional,20,"Active, not recruiting",1,FALSE,Other,Other,Device,Device,Device,FALSE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Faith-based Approaches to Treating Hypertension and Colon Cancer Prevention,7/29/2011,11/30/2015,3/31/2011,Mar-11,NCT01405638,Not Applicable,NA,Interventional,451,Completed,1,FALSE,NIH,Public,"Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,African American,Race-specific,2011,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"Effects of a Modified Lower Carbohydrate, Higher Fat DASH Diet Plan on Plasma Lipids, Lipoprotein Particle Size, and Blood Pressure in Healthy Adults",7/28/2011,3/31/2015,7/31/2011,Jul-11,NCT01404897,Not Applicable,NA,Interventional,36,Completed,1,FALSE,Industry,Industry,"Other, Other, Other",other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Non-Drug Intervention,Industry Sponsor,Non-Race Specific
Monetary Incentives and Intrinsic Motivation to Sustain Hypertension Control Pilot Study,7/26/2011,3/31/2015,8/31/2011,Aug-11,NCT01402453,Not Applicable,NA,Interventional,207,Completed,2,TRUE,NIH,Public,"Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
The Effect of Short-term Aerobic Training on Arterial Stiffness and Blood in Chronic Kidney Disease (CKD) Patients,7/21/2011,1/31/2014,9/30/2009,Sep-09,NCT01399489,Not Applicable,NA,Interventional,51,Completed,1,FALSE,NIH,Public,Behavioral,Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
NA,7/21/2011,12/31/2013,7/31/2010,Jul-10,NCT01399138,Not Applicable,"Active, not recruiting",Interventional,50,Unknown status,1,FALSE,U.S. Fed,Public,Dietary Supplement,other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"A 12 Week, Phase II Trial of the Safety, Pharmacokinetics, and Efficacy of INV-144 Compared With Losartan Potassium in Patients With Hypertension and Type 2 Diabetes Mellitus With Nephropathy",7/20/2011,8/31/2012,6/30/2011,Jun-11,NCT01398423,Phase 2,NA,Interventional,88,Completed,19,TRUE,Industry,Industry,"Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Drug Intervention,Industry Sponsor,Non-Race Specific
Nebivolol and the Endothelin (ET)-1 System,7/15/2011,12/31/2018,5/31/2011,May-11,NCT01395329,Phase 4,NA,Interventional,42,Completed,1,FALSE,Industry,Industry,"Drug, Drug, Drug, Other, Other, Other, Other, Other",Drug,Pharmaceutical,TRUE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Drug Intervention,Industry Sponsor,Non-Race Specific
"Effects of Dietary Flavanols on Cutaneous, Peripheral, and Cerebral Vascular Function in Young and Old Humans",7/15/2011,7/31/2015,9/30/2011,Sep-11,NCT01395277,Not Applicable,NA,Interventional,30,Completed,1,FALSE,Other,Other,"Dietary Supplement, Dietary Supplement",other,other,TRUE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Randomized Trial of Titrated Disease Management for Patients With Hypertension,7/11/2011,9/30/2018,7/27/2012,27-Jul-12,NCT01390272,Not Applicable,NA,Interventional,385,Completed,1,FALSE,U.S. Fed,Public,"Behavioral, Behavioral, Behavioral, Behavioral",Behavioral,Behavioral,TRUE,2,TRUE,Non-race specific,Non-race specific,2011,1,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Promoting Health Literacy of African Americans With High Blood Pressure,7/7/2011,12/31/2017,10/31/2011,Oct-11,NCT01389037,Not Applicable,NA,Interventional,198,Completed,1,FALSE,NIH,Public,"Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,African American,Race-specific,2011,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Pilot Study of Home Blood Pressure Control Program (eBP Control),7/6/2011,3/31/2016,9/30/2010,Sep-10,NCT01387945,Not Applicable,NA,Interventional,28,Completed,1,FALSE,U.S. Fed,Public,Behavioral,Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2011,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
